user_id,session_id,timestamp,step,action_type,reference,platform,city,device,current_filters,impressions,prices
08GEUYKFOOPX,83ce8ea2a61b4,1541642864,23,filter selection,Swimming Pool (Combined Filter),MY,"Malacca, Malaysia",mobile,Hotel|Resort|Swimming Pool (Combined Filter),,
08GEUYKFOOPX,83ce8ea2a61b4,1541642874,24,change of sort order,interaction sort button,MY,"Malacca, Malaysia",mobile,,,
08GEUYKFOOPX,83ce8ea2a61b4,1541642875,25,change of sort order,price only,MY,"Malacca, Malaysia",mobile,,,
08GEUYKFOOPX,83ce8ea2a61b4,1541642875,26,filter selection,Sort by Price,MY,"Malacca, Malaysia",mobile,Hotel|Resort|Swimming Pool (Combined Filter)|Sort by Price,,
08GEUYKFOOPX,83ce8ea2a61b4,1541642884,27,clickout item,4907350,MY,"Malacca, Malaysia",mobile,Hotel|Resort|Swimming Pool (Combined Filter)|Sort by Price,4907350|3183292|2600422|1323983|2642936|2330956|1454305|3818266|607051|2201440|684641|3135188|3899110|1810711|3479124|914863|377921|10134866|1351822|3184674|1351846|2547593|3149406|4713262|1592203,13|13|14|17|19|21|22|23|23|24|25|26|27|29|29|30|30|31|31|31|31|32|34|34|35
08GEUYKFOOPX,83ce8ea2a61b4,1541642898,28,clickout item,4907350,MY,"Malacca, Malaysia",mobile,Hotel|Resort|Swimming Pool (Combined Filter)|Sort by Price,4907350|3183292|2600422|1323983|2642936|2330956|1454305|3818266|607051|2201440|684641|3135188|3899110|1810711|3479124|914863|377921|10134866|1351822|3184674|1351846|2547593|3149406|4713262|1592203,13|13|14|17|19|21|22|23|23|24|25|26|27|29|29|30|30|31|31|31|31|32|34|34|35
08GEUYKFOOPX,83ce8ea2a61b4,1541643088,29,clickout item,4907350,MY,"Malacca, Malaysia",mobile,Hotel|Resort|Swimming Pool (Combined Filter)|Sort by Price,4907350|3183292|2600422|1323983|2642936|2330956|1454305|3818266|607051|2201440|684641|3135188|3899110|1810711|3479124|914863|377921|10134866|1351822|3184674|1351846|2547593|3149406|4713262|1592203,13|13|14|17|19|21|22|23|23|24|25|26|27|29|29|30|30|31|31|31|31|32|34|34|35
08GEUYKFOOPX,83ce8ea2a61b4,1541643155,30,clickout item,,MY,"Malacca, Malaysia",mobile,,3818266|2547593|3899110|4599632|377921|508851|1647453|2600422|110246|3816128|5497802|888779|684641|5951616|1552745|3241542|8733884|3842450|2026377|2158000|932491|3479124|7341256|4722994|4387516,23|32|27|30|30|38|97|14|53|38|49|47|25|29|17|35|54|42|26|38|120|29|35|334|20
091L4C793B1J,49816a95c986a,1541625518,1,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625518,2,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625528,3,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625528,4,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625528,5,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625528,6,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625528,7,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,8,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,9,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,10,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,11,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,12,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,13,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,14,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,15,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,16,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,17,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,18,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,19,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625538,20,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625548,21,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625548,22,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625548,23,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625548,24,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625548,25,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625548,26,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625548,27,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625548,28,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625548,29,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625548,30,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625558,31,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625558,32,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625558,33,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625558,34,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625558,35,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625558,36,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625558,37,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625558,38,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625558,39,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625558,40,interaction item info,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625568,41,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625568,42,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625568,43,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,44,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,45,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,46,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,47,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,48,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,49,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,50,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,51,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,52,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,53,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,54,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,55,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,56,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,57,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,58,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,59,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625578,60,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625589,61,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625589,62,interaction item image,2504828,AR,"Bombinhas, Brazil",mobile,,,
091L4C793B1J,49816a95c986a,1541625659,63,clickout item,,AR,"Bombinhas, Brazil",mobile,,2504828|2578276|511676|2344190|1652507|3242334|5018280|2367266|2246778|1244892|3873584|2382352|2355456|1668695|2027493|1962553|2567194|3166072|2673632|2351980|1244904|2349788|6541758|7219768|931585,135|76|62|93|51|45|75|28|40|76|32|27|50|77|92|60|43|22|27|40|56|31|23|44|43
09K0CO8F5AXJ,ccaf5005ee842,1541693563,1,clickout item,6578,DE,"Leipzig, Germany",desktop,,5056730|6565|12959|2270374|8221636|5123626|1955955|6416028|53131|6576|6578|50999|6559540|16273|6572|465891|1392790|6566|53359|1622837|6573|6594|14471|5971796|1769035,148|160|137|226|148|107|154|110|170|83|94|70|130|166|115|134|99|103|96|229|148|116|146|161|139
09K0CO8F5AXJ,ccaf5005ee842,1541693719,2,clickout item,,DE,"Leipzig, Germany",desktop,,6605|2270374|12959|6576|1622837|4122274|1955955|14471|86391|6416028|6565|6575|6578|6585|6572|1392790|50999|6733750|1392782|626001|6600|5971796|51049|16273|3370938,165|226|189|82|249|109|154|146|68|110|158|188|94|50|90|102|66|131|104|52|96|161|63|169|59
09X618WIVTP3,b1935d2a43d5e,1541687928,1,search for destination,"Genting Village, Malaysia",MY,"Genting Village, Malaysia",mobile,,,
09X618WIVTP3,b1935d2a43d5e,1541687976,2,search for item,1120687,MY,"Genting Highlands, Malaysia",mobile,,,
09X618WIVTP3,b1935d2a43d5e,1541688108,3,clickout item,,MY,"Genting Highlands, Malaysia",mobile,,1120687|2165594|5763948|519501|595286|3386520|4082014|1961747|1647975|9495112|1951593|2201544|9151964|2099638|3165410|2723394|9146260|2679104|7232716|8915428|8454350|8246346|10598046|8167676|7228460,39|76|78|55|87|38|47|143|57|53|21|8|78|17|59|15|29|17|50|40|78|119|124|69|59
09YREZJA9YH3,572801ee070f0,1541685371,1,change of sort order,interaction sort button,TR,"Åre, Sweden",mobile,,,
09YREZJA9YH3,572801ee070f0,1541685390,2,search for destination,"Kozakli, Turkey",TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541685436,3,clickout item,8755832,TR,"Kozakli, Turkey",mobile,,2032775|491891|1886115|3877836|5723470|4493250|8755832|10306702|8975622|9027460|10525486|2162354|1045506|9374764|10771524|3916332|9914848|3161938|6391128|158295|7362628|4513276|8000782|5737226|897623,27|24|50|37|27|53|56|40|40|18|40|42|25|24|21|42|64|59|46|25|46|44|48|49|151
09YREZJA9YH3,572801ee070f0,1541686878,4,search for destination,"Alanya, Turkey",TR,"Alanya, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686891,5,search for destination,"Kozakli, Turkey",TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686924,6,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686924,7,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686934,8,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686934,9,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686934,10,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686944,11,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686944,12,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686944,13,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686944,14,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686944,15,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686944,16,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686954,17,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686954,18,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686954,19,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686954,20,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686954,21,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686954,22,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686954,23,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686954,24,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686964,25,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686964,26,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541686978,27,interaction item deals,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541687010,28,clickout item,4493250,TR,"Kozakli, Turkey",mobile,,2032775|491891|1886115|3877836|5723470|4493250|8755832|8975622|10306702|9027460|10525486|2162354|1045506|9374764|10771524|3916332|9914848|6391128|158295|3161938|7362628|4513276|897623|5737226|8000782,27|24|50|37|27|53|56|40|40|18|40|42|25|24|21|42|64|46|25|59|46|44|151|49|48
09YREZJA9YH3,572801ee070f0,1541687211,29,interaction item rating,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541687244,30,interaction item image,8755832,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541687244,31,interaction item image,8755832,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541687254,32,interaction item image,8755832,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541687254,33,interaction item image,8755832,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541687254,34,interaction item image,8755832,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541687254,35,interaction item image,8755832,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541687266,36,clickout item,8755832,TR,"Kozakli, Turkey",mobile,,2032775|491891|1886115|3877836|5723470|4493250|8755832|8975622|10306702|9027460|10525486|2162354|1045506|9374764|10771524|3916332|9914848|6391128|158295|3161938|7362628|4513276|897623|5737226|8000782,27|24|50|37|27|53|56|40|40|18|40|42|25|24|21|42|64|46|25|59|46|44|151|49|48
09YREZJA9YH3,572801ee070f0,1541688112,37,clickout item,8755832,TR,"Kozakli, Turkey",mobile,,2032775|491891|1886115|3877836|5723470|4493250|8755832|8975622|10306702|9027460|10525486|2162354|1045506|9374764|10771524|3916332|9914848|6391128|158295|3161938|7362628|4513276|897623|5737226|8000782,27|24|50|37|27|53|56|40|40|18|40|42|25|24|21|42|64|46|25|59|46|44|151|49|48
09YREZJA9YH3,572801ee070f0,1541688373,38,clickout item,8755832,TR,"Kozakli, Turkey",mobile,,2032775|491891|1886115|3877836|5723470|4493250|8755832|8975622|10306702|9027460|10525486|2162354|1045506|9374764|10771524|3916332|9914848|6391128|158295|3161938|7362628|4513276|897623|5737226|8000782,27|24|50|37|27|53|56|40|40|18|40|42|25|24|21|42|64|46|25|59|46|44|151|49|48
09YREZJA9YH3,572801ee070f0,1541688479,39,search for destination,"Kozakli, Turkey",TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541688488,40,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541688488,41,interaction item image,4493250,TR,"Kozakli, Turkey",mobile,,,
09YREZJA9YH3,572801ee070f0,1541688494,42,clickout item,,TR,"Kozakli, Turkey",mobile,,2032775|491891|1886115|3877836|5723470|4493250|8755832|10306702|8975622|9027460|10525486|2162354|1045506|9374764|10771524|3916332|9914848|3161938|6391128|158295|7362628|4513276|8000782|5737226|897623,27|24|50|37|27|53|56|40|40|18|40|42|25|24|21|42|64|59|46|25|46|44|48|49|151
0A30V2M11MDK,dc8ded19d1781,1541687906,1,interaction item image,4319698,NL,"Paris, France",desktop,,,
0A30V2M11MDK,dc8ded19d1781,1541687906,2,interaction item image,4319698,NL,"Paris, France",desktop,,,
0A30V2M11MDK,dc8ded19d1781,1541687920,3,interaction item info,4319698,NL,"Paris, France",desktop,,,
0A30V2M11MDK,dc8ded19d1781,1541687977,4,filter selection,Free WiFi (Combined),NL,"Paris, France",desktop,Free WiFi (Combined),,
0A30V2M11MDK,dc8ded19d1781,1541688038,5,interaction item info,48426,NL,"Paris, France",desktop,,,
0A30V2M11MDK,dc8ded19d1781,1541688078,6,clickout item,48426,NL,"Paris, France",desktop,Free WiFi (Combined),50254|153348|48426|688021|1033030|1540817|49685|48460|1345482|50141|117373|11908|49317|12086|49606|1231026|12008|49316|817581|3375754|11957|1216890|50131|12103|12073,113|103|91|93|111|68|127|112|83|128|132|107|76|57|66|98|145|110|131|127|105|143|78|120|99
0A30V2M11MDK,dc8ded19d1781,1541688304,7,clickout item,48426,NL,"Paris, France",desktop,Free WiFi (Combined),50254|153348|48426|688021|1033030|1540817|49685|48460|1345482|50141|117373|11908|49317|12086|49606|1231026|12008|49316|817581|3375754|11957|1216890|50131|12103|12073,113|103|91|93|111|68|127|112|83|128|132|107|76|57|66|98|145|110|131|127|105|143|78|120|99
0A30V2M11MDK,dc8ded19d1781,1541688367,8,search for item,49218,NL,"Paris, France",desktop,,,
0A30V2M11MDK,dc8ded19d1781,1541688448,9,filter selection,unknown,NL,"Paris, France",desktop,Hotel Chain,,
